8429,4471,0
5227,9786,1
3185,9100,1
4115,8163,1
2274,-4942,0
8769,-574,0
1100,-6422,0
4430,-4338,0
8830,9115,1
4999,-8457,0
2196,9938,1
6280,-5586,0
2794,-7757,0
8865,9472,1
4083,1628,0
3814,-3209,0
8825,-9228,0
8832,-5513,0
2276,7880,1
6084,9825,1
4269,-4155,0
9288,3890,0
2075,9946,1
5098,8579,1
5920,980,0
5523,6587,1
8184,9922,1
6434,6920,1
955,-3960,0
7098,-5874,0
685,-1242,0
4998,2919,0
8714,747,0
5887,-8572,0
2957,-5627,0
554,9780,1
3473,172,0
6502,8546,1
680,8669,1
131,-4358,0
6023,9150,1
3815,7186,1
290,1041,1
5210,7728,1
3951,-9256,0
1288,8513,1
1841,-1958,0
9227,9779,1
7924,-4343,0
8230,3403,0
4085,-1232,0
6332,-2532,0
4935,1266,0
4820,-3804,0
3458,4321,1
7779,-6759,0
2888,-1445,0
6039,-7781,0
564,2810,1
6168,-3613,0
162,4045,1
6762,-4831,0
898,-7405,0
8048,8904,1
5858,3225,0
1349,5704,1
1103,-3140,0
8735,-6721,0
3242,-9839,0
3657,-685,0
700,-5775,0
5405,3582,0
2592,9335,1
6368,5127,0
7981,6236,0
9325,-6963,0
6659,74,0
6538,4125,0
7621,-2505,0
2835,-2724,0
7584,736,0
7239,3691,0
5811,9854,1
516,8915,1
5542,-1200,0
7867,-9034,0
2748,-6978,0
2493,6100,1
1617,9941,1
9992,-7539,0
4928,-9030,0
1470,5481,1
7287,9660,1
1192,2132,1
6891,-6656,0
4017,8989,1
7245,-9963,0
7073,663,0
4872,7119,1
979,-4669,0
9151,3821,0
2021,-2838,0
250,7684,1
8770,296,0
2544,6977,1
5445,5301,0
3755,-6790,0
8709,4197,0
3897,8998,1
9558,1962,0
8734,-1100,0
2566,-2260,0
382,6744,1
3238,-4542,0
4437,4322,0
3177,-3886,0
8991,4652,0
2079,6036,1
8464,5779,0
7489,6889,0
1059,2087,1
3522,6805,1
6226,2734,0
5739,1279,0
1309,9949,1
1434,747,0
9001,-3,0
3931,-598,0
4344,6301,1
3199,-6243,0
5604,2082,0
710,765,1
5311,-5223,0
8659,2858,0
9525,-8618,0
8634,2015,0
2009,-7773,0
4921,-4619,0
927,-1673,0
7643,-1970,0
2633,5196,1
1419,-1074,0
5726,5607,0
4055,-2016,0
3395,4757,1
3673,-9374,0
4690,1222,0
2840,36,0
5333,6278,1
3091,-2325,0
7707,8619,1
6114,-8764,0
1339,854,0
3364,5774,1
77,-7519,0
3773,-9639,0
507,8367,1
9245,6011,0
4621,2495,0
9656,5015,0
8332,-666,0
3034,-5707,0
7017,6642,0
1316,2796,1
8273,9807,1
7357,-4423,0
1072,-2389,0
6307,-3354,0
1483,-8397,0
3123,-9401,0
4439,2337,0
3915,-5692,0
3605,-3014,0
9806,1013,0
6365,-331,0
396,8171,1
8483,1168,0
5505,-3921,0
6275,-2065,0
3600,-3963,0
4110,3932,0
9613,-9654,0
3883,-8031,0
9108,3402,0
2876,1843,0
6522,-2361,0
3124,8713,1
3068,-5673,0
752,-8241,0
8541,-2952,0
8515,1619,0
32,-3123,0
9507,6543,0
4305,976,0
8300,-3465,0
7047,5031,0
7201,-9791,0
6189,4946,0
6554,-2517,0
8271,-4759,0
4384,-3791,0
2630,-9112,0
8312,3153,0
5961,8253,1
2515,-3317,0
2287,792,0
5426,-9848,0
4503,6600,1
6933,2349,0
666,1223,1
6679,-2760,0
8401,9216,1
8874,8012,0
6618,-3961,0
3167,1190,0
5608,4020,0
2608,1841,0
9139,821,0
3179,9176,1
5126,-4140,0
2310,357,0
2972,-83,0
980,-6698,0
2089,4249,1
5601,5778,1
539,-9240,0
3075,-4682,0
5941,-8472,0
4703,-3956,0
1569,8612,1
9958,-4117,0
5959,3841,0
7732,554,0
2787,9011,1
936,8185,1
5120,4690,0
1048,5472,1
3301,-7000,0
648,-3116,0
8628,4445,0
6916,8987,1
7418,555,0
5055,457,0
3935,9898,1
9979,6749,0
707,-9687,0
8018,1640,0
2972,8736,1
9219,2102,0
7226,1405,0
8863,-4833,0
6187,3017,0
2768,-3613,0
9331,678,0
9357,-1118,0
116,-7478,0
4394,-1307,0
2389,-9072,0
5523,-8637,0
1865,-4993,0
1342,-4324,0
9526,-4876,0
8385,-73,0
9326,456,0
4764,-2135,0
2280,-806,0
6216,-4149,0
8358,-1334,0
3305,-8181,0
2509,-6277,0
5897,7191,1
591,1075,1
8258,8891,1
5762,-2657,0
3431,-4985,0
3844,7075,1
4186,-556,0
4360,2051,0
3056,-2749,0
8122,5608,0
3867,-1793,0
574,849,1
2160,1038,0
5044,-7063,0
5987,6111,1
7158,-772,0
8172,-9994,0
6606,-4507,0
2246,-2022,0
4303,7879,1
9201,1310,0
1796,-5488,0
88,-2514,0
410,-7013,0
8565,-5334,0
1276,9360,1
2786,-590,0
7994,-6413,0
8020,333,0
3377,-4521,0
4400,-1412,0
7683,750,0
5349,8461,1
365,-1635,0
8116,-6773,0
3778,8135,1
9322,8365,0
8603,6424,0
2306,6637,1
5336,6834,1
5108,-2898,0
2903,-2692,0
6779,4956,0
1827,-3067,0
2008,-375,0
4725,4160,0
611,-6873,0
4539,-186,0
7971,2842,0
6907,-8285,0
3377,2455,0
3377,3903,1
8554,-5582,0
357,-2792,0
6102,9565,1
9487,9404,0
9829,-80,0
7631,-8301,0
1390,-1942,0
8596,5741,0
7403,3798,0
2174,-3394,0
6888,3397,0
8456,5517,0
4643,-2609,0
240,1770,1
1411,-1042,0
5039,7760,1
173,1903,1
5100,-861,0
7120,6446,0
7364,-5549,0
5325,46,0
7250,1301,0
3932,-2621,0
3516,-2117,0
7825,8072,1
3454,2956,0
4053,-9852,0
63,-6289,0
3752,-4803,0
8960,-5188,0
9541,-2797,0
8290,701,0
9920,7501,0
676,878,1
8929,-1948,0
750,8360,1
9534,9897,1
7977,-6271,0
9448,-4390,0
3826,-8092,0
179,2598,1
8060,-5249,0
1025,7123,1
4827,-9802,0
5888,-3512,0
817,-956,0
9262,-84,0
2683,-6553,0
6732,-6201,0
5730,363,0
3013,6154,1
5012,-2403,0
8286,-1453,0
6943,-1792,0
2096,6397,1
2407,-8105,0
8772,6012,0
2226,-3516,0
5541,1830,0
4325,-7283,0
3923,-8847,0
9550,1370,0
3209,2455,0
9917,-847,0
7264,2507,0
5132,5098,0
7075,7289,1
7940,-5796,0
1287,-1478,0
4089,3502,0
1618,-8555,0
8002,5379,0
837,9739,1
5749,-7488,0
2731,8882,1
6182,-8366,0
7573,-1258,0
1257,-5127,0
8526,8654,1
589,-5884,0
4356,-5267,0
6839,1685,0
3066,-284,0
3872,-9745,0
65,-9752,0
1955,-7440,0
1825,5149,1
9740,-3598,0
2574,-6279,0
4847,-3321,0
478,7322,1
1845,5647,1
71,-1371,0
9975,-4593,0
7386,1007,0
3575,-6080,0
3672,-5938,0
2394,8503,1
3883,-5680,0
4623,1958,0
5997,1244,0
1190,-4786,0
7486,-196,0
8991,9998,1
4630,6113,1
9862,3331,0
4479,4499,1
1579,1390,0
521,8031,1
5770,7503,1
4882,-7663,0
2740,-876,0
6548,9989,1
7608,9588,1
5180,-9023,0
9318,-9172,0
7237,7737,1
7342,-288,0
7470,8475,1
337,339,1
5322,9951,1
8072,8660,1
5641,3820,0
7480,2844,0
451,3398,1
8730,-266,0
6389,1743,0
1096,-344,0
2881,3257,1
6059,4982,0
7294,8395,1
4819,-1716,0
8738,8896,1
9428,1221,0
9907,3447,0
8224,-7434,0
8678,-8798,0
3428,-187,0
3096,-3179,0
8920,9275,1
2514,-7629,0
9342,6962,0
1758,-1099,0
4025,-7269,0
7772,-4972,0
1974,-8316,0
3178,-4309,0
7875,2250,0
5156,-2139,0
591,2385,1
7482,-6260,0
6514,-2545,0
8474,4894,0
6188,1575,0
2443,2378,0
1732,8941,1
7707,2842,0
4977,2216,0
9854,2675,0
2384,-1425,0
5423,6124,1
7838,4786,0
4749,4765,1
8104,1665,0
2726,4606,1
9750,8331,0
2819,-4545,0
2155,-8713,0
4671,1229,0
7,-1379,0
8262,6474,0
8922,-6834,0
781,-4993,0
3134,3515,1
7868,-6466,0
6270,7637,1
1546,2607,1
769,8839,1
4032,8243,1
8978,-7818,0
9342,-9290,0
3061,279,0
6439,-4867,0
6651,-41,0
4265,-1334,0
1437,-1520,0
6330,6146,0
6025,4372,0
9139,2509,0
6611,-5509,0
4248,-7306,0
7964,-8083,0
1032,-8138,0
7618,3030,0
1958,-4528,0
6611,1099,0
6636,7831,1
4968,5814,1
5175,-2435,0
5144,6430,1
5851,6309,1
2492,-2930,0
329,-5940,0
2487,-3054,0
278,-2834,0
280,5554,1
2510,3465,1
6842,5991,0
2391,-5795,0
4106,1015,0
4947,-9728,0
3021,-6942,0
7721,1775,0
7604,4830,0
3104,6235,1
2010,713,0
1110,6792,1
6393,2188,0
8855,-1142,0
629,8005,1
8443,-1709,0
6236,6750,1
2455,7669,1
3039,9806,1
2073,3945,1
5516,-3855,0
9676,9272,0
3267,1430,0
5133,-8075,0
5813,-1116,0
4425,145,0
368,-5679,0
1572,-154,0
6666,-1772,0
338,-8503,0
9140,5924,0
1473,208,0
7064,-8396,0
3899,-709,0
9073,7774,0
2848,5402,1
5341,2264,0
2601,7875,1
5680,-7052,0
5128,-8643,0
960,5784,1
8615,2373,0
4576,-3260,0
3777,-1848,0
6802,5064,0
2167,7850,1
9564,-7351,0
7831,5108,0
1599,-856,0
2571,-5070,0
1815,-9025,0
1889,3853,1
1594,3449,1
9731,-1528,0
9559,-4731,0
9242,384,0
8985,9320,1
9787,-7504,0
9346,573,0
527,-2612,0
7025,9646,1
7843,-6918,0
6719,-2155,0
8137,-1967,0
8300,94,0
7338,-7784,0
8902,-4674,0
8862,-9055,0
6003,-6623,0
4592,5704,1
3639,9081,1
4517,-1665,0
8289,3951,0
9939,9807,0
1536,3167,1
8207,2624,0
4045,7755,1
5440,-6015,0
2644,-9305,0
207,5342,1
8587,1428,0
5935,-977,0
5296,6269,1
6289,2644,0
797,8630,1
5244,5315,1
694,-4651,0
54,4968,1
5306,-2650,0
3251,9486,1
3983,6466,1
2479,-6567,0
6839,-7948,0
7063,-9951,0
7223,3740,0
7828,1310,0
1481,3842,1
9265,5849,0
3604,-9990,0
8871,-9691,0
686,-2766,0
9106,-5557,0
1338,-8901,0
5617,-7260,0
8822,5911,0
6686,7939,1
7096,-9072,0
3687,-9293,0
3234,-1562,0
7672,-1461,0
1071,2529,1
9099,-2147,0
1486,9179,1
6176,-2454,0
3409,-5740,0
3879,601,0
4803,-3807,0
9057,-9269,0
9127,-9484,0
378,2580,1
5408,1385,0
1202,8534,1
183,7717,1
8559,-7966,0
3233,7822,1
4690,8771,1
2333,-797,0
9083,-1157,0
4518,358,0
735,-6502,0
4372,-6311,0
7960,3385,0
4076,-7229,0
4166,-2001,0
1407,-3356,0
1226,-4048,0
3840,-7236,0
8861,757,0
5062,9664,1
3743,-4744,0
1030,319,0
539,-1004,0
7439,-1013,0
2967,-9597,0
4013,-729,0
5847,-2105,0
9523,7257,0
1917,-2873,0
7731,-982,0
5190,7596,1
4692,-882,0
9609,9822,1
7684,-6572,0
5544,-8098,0
5740,-2591,0
9358,-628,0
1436,6214,1
718,8426,1
1305,-3075,0
9253,9165,0
8418,-2072,0
9986,3543,0
7474,4558,0
3453,424,0
9464,595,0
7646,-8894,0
4641,-111,0
7935,2942,0
5549,-8744,0
6814,1450,0
8948,-5968,0
4461,-9383,0
5276,-7677,0
2511,-7169,0
7910,-4592,0
2258,-1462,0
5256,1215,0
380,-8544,0
4573,-4324,0
2437,-9190,0
8260,-9335,0
1486,-9115,0
6057,7611,1
44,2982,1
171,-1505,0
3663,-8647,0
6648,-2945,0
634,2803,1
9502,9355,0
1494,2625,1
4767,-5926,0
7302,3521,0
3038,-3245,0
5297,8066,1
4564,4414,0
1897,-4577,0
8191,2817,0
7464,7231,0
530,-1963,0
4250,2942,0
1116,2039,1
1244,-2676,0
9040,-6836,0
7620,-6543,0
4973,-2043,0
1225,-209,0
1343,2249,1
5637,2447,0
3030,-549,0
7403,-4640,0
3508,-7977,0
1926,-4072,0
2350,-8097,0
2485,-9521,0
6063,-5964,0
5871,967,0
5426,47,0
5195,7496,1
793,-2721,0
7719,-7087,0
5757,-2864,0
4059,-8828,0
5981,4003,0
1368,-5867,0
771,-7519,0
5584,1608,0
6614,-6860,0
2962,-9790,0
4093,6559,1
1312,6178,1
9096,4761,0
5665,-4090,0
8107,1483,0
9468,2638,0
928,3777,1
5430,8782,1
7006,1894,0
6923,9880,1
6952,-7319,0
6982,696,0
9583,-9163,0
9467,-356,0
6433,-9866,0
8868,-2287,0
2061,181,0
4655,-4974,0
2327,9260,1
2360,6752,1
7903,-7792,0
2478,-9520,0
7533,98,0
1137,-2235,0
5810,2387,0
8798,-8665,0
4647,-3956,0
3153,-4496,0
1296,1928,1
8506,7355,0
7913,-8315,0
6521,6079,0
6872,1224,0
4257,1676,0
2233,-4166,0
7063,4752,0
3587,7093,1
2037,1696,0
8861,3485,0
7815,-933,0
9281,1170,0
9012,-9521,0
1269,6402,1
9209,8078,0
1937,-6195,0
1216,2726,1
1123,-2636,0
463,4120,1
4582,-1122,0
3367,-6159,0
791,599,0
1648,-4215,0
9130,-7156,0
7080,2200,0
985,4610,1
3890,-892,0
8149,-2055,0
9396,-5345,0
1830,2564,1
6770,7342,1
6403,436,0
3900,-9338,0
1701,-8599,0
6252,9809,1
8083,-46,0
1265,-1155,0
3375,1788,0
3742,-2038,0
3936,2239,0
1109,9694,1
1120,-3783,0
8054,-736,0
8012,3324,0
8213,4302,0
4285,6270,1
5229,6599,1
7668,-608,0
5517,1146,0
1398,-7365,0
1191,6859,1
5169,4350,0
8016,2016,0
6039,8936,1
1178,-5491,0
230,830,1
8391,1421,0
5172,3847,0
7550,-3412,0
7164,8536,1
2319,78,0
2486,8202,1
5619,9896,1
9747,-4069,0
6754,7358,1
376,6338,1
2582,-4764,0
4928,-4641,0
4677,-2109,0
5092,-5908,0
8593,7087,0
5483,1918,0
6921,7741,1
9743,9038,0
3126,-8511,0
7145,-5553,0
8409,-5740,0
8998,2304,0
5943,2137,0
1556,6136,1
6260,-3854,0
2713,-5002,0
1878,-5879,0
2832,1546,0
782,-5014,0
2246,-2791,0
8202,235,0
675,-2450,0
9555,3055,0
2179,3496,1
204,-9544,0
9839,2018,0
1533,6305,1
9760,-9096,0
3619,7552,1
6736,7217,1
2389,4047,1
5785,1040,0
5830,-4033,0
4080,-280,0
6038,-2061,0
8737,-8733,0
8498,-2919,0
4021,-3418,0
1455,446,0
6596,8830,1
3888,-385,0
7863,2064,0
3234,3409,1
965,-2549,0
2300,-5240,0
2153,-5989,0
5756,-2725,0
1215,-7644,0
9332,310,0
7945,3143,0
2447,4639,1
710,2469,1
1491,8410,1
7510,5985,0
4131,2937,0
8996,6793,0
2179,4642,1
4720,5163,1
9160,9506,1
2285,8250,1
2018,-9291,0
2559,-2684,0
1816,3462,1
4877,-279,0
2325,-4314,0
3959,2600,0
7278,-9951,0
6968,3138,0
4097,-6744,0
4541,-1943,0
9193,-4054,0
9594,1663,0
3383,-2487,0
9826,6870,0
8917,-2733,0
2018,9158,1
2869,7639,1
4553,-5816,0
4759,4104,0
4418,-481,0
4328,-4701,0
5667,-7424,0
2509,-4608,0
1118,-5690,0
352,6302,1
3483,5063,1
5211,6514,1
9931,8089,0
760,3456,1
274,6119,1
6905,2884,0
5943,7383,1
825,-1240,0
3431,6916,1
5470,-248,0
1809,4090,1
7210,9562,1
9700,3087,0
7306,6612,0
3321,-8626,0
2638,5342,1
8082,-8468,0
149,-1028,0
4367,-777,0
8888,1018,0
1331,6062,1
6777,2717,0
7854,5772,0
6706,3950,0
462,6259,1
9264,-4680,0
6684,953,0
6341,2877,0
321,861,1
8556,-3225,0
1738,-5091,0
3406,9174,1
5421,8467,1
8359,353,0
8541,2677,0
12,7639,1
9570,9923,1
3544,-2445,0
267,-8298,0
1926,-6372,0
9837,-9338,0
7843,383,0
1422,9955,1
987,-4789,0
4424,-2578,0
4164,7873,1
6054,1000,0
3770,7753,1
4624,4380,0
937,7241,1
9526,-6941,0
8433,-1752,0
8116,-9110,0
3090,3444,1
1931,-4873,0
6170,8940,1
3504,3484,0
3550,-7185,0
4611,6429,1
8165,887,0
8246,1508,0
752,-339,0
2174,-7848,0
2764,-1861,0
6191,-664,0
