6681,-7182,0
1255,455,0
1684,-4749,0
7244,258,0
1736,5225,1
2345,-4854,0
5056,-3596,0
3809,-4796,0
5174,-9294,0
8141,1543,0
3974,-6957,0
901,4103,1
8161,799,0
441,4223,1
1477,8124,1
6925,328,0
1863,-9170,0
3081,1663,0
8210,-9921,0
5357,6103,1
7483,-2309,0
1491,-9474,0
510,5632,1
6264,-7697,0
2499,5448,1
2896,2962,1
1436,-9111,0
6045,318,0
507,-1593,0
7065,2569,0
2184,-9735,0
3651,-4652,0
686,4363,1
709,-719,0
120,5956,1
4391,269,0
4995,-9821,0
8288,-9743,0
30,-8725,0
6541,-9310,0
9135,8579,0
4611,-2494,0
6166,-9112,0
3727,-7163,0
4369,5845,1
5323,-1987,0
2973,8145,1
5867,4702,0
194,7633,1
9576,-3344,0
7106,-6753,0
1031,-957,0
3332,5522,1
1485,-7307,0
2156,1833,0
5128,9740,1
7662,3440,0
7149,-4211,0
5520,9796,1
6508,-9516,0
3454,8581,1
271,-5606,0
2654,-9231,0
2161,1846,0
4222,-8126,0
9934,-7573,0
1060,-3574,0
3238,5023,1
8258,-9820,0
420,6809,1
8958,-5239,0
9262,6905,0
2794,906,0
6344,2506,0
1923,-4055,0
1830,-9409,0
2308,8669,1
9874,5632,0
1352,7667,1
1867,-4105,0
5599,1124,0
7124,-7562,0
5981,-2172,0
8809,-1102,0
3482,9275,1
4636,860,0
9477,6206,0
1283,-7854,0
28,-6363,0
9403,4401,0
4040,1815,0
4000,-7502,0
9106,9278,1
8905,-6548,0
3338,844,0
6159,8848,1
8223,4946,0
2805,-3207,0
5255,6085,1
2471,7760,1
6644,-6209,0
2771,-5430,0
8336,2800,0
818,-1590,0
8051,7601,0
7787,9067,1
9430,-668,0
8907,9383,1
1561,1750,1
2112,2685,1
5009,4165,0
1110,6120,1
3478,424,0
7206,-5992,0
5298,5772,1
5817,-6029,0
9347,-8955,0
556,-5712,0
3136,-6570,0
2913,-4587,0
8820,-600,0
3674,-925,0
7634,3251,0
9993,-2886,0
8565,-3774,0
1835,8761,1
5930,2256,0
3870,9122,1
785,-578,0
8806,-3752,0
9193,7628,0
8906,-9670,0
2983,1604,0
186,7815,1
4109,3526,0
6555,9693,1
2961,8811,1
7522,-9383,0
3408,3144,0
425,3706,1
5218,-2701,0
3438,-5630,0
6051,2873,0
6054,-3562,0
6651,-8009,0
1359,6850,1
2908,9578,1
3513,-9987,0
5793,-2981,0
1554,-6337,0
6439,-7830,0
9448,-6396,0
6557,-6024,0
6418,3049,0
8606,-2876,0
6153,-1575,0
4285,-6094,0
7905,1087,0
5375,3443,0
4113,3093,0
9747,3934,0
2255,-3773,0
5404,6259,1
6937,-3655,0
5892,5031,0
4515,9796,1
5018,7188,1
413,-1734,0
4201,-6728,0
5627,-1875,0
18,9060,1
4612,-3821,0
4842,4292,0
4140,-8090,0
1884,5938,1
4631,8143,1
9396,15,0
2084,8944,1
8829,2668,0
6398,6856,1
5050,-3509,0
632,-7819,0
9047,2510,0
9194,1381,0
1539,-2457,0
1342,-2523,0
1094,-9899,0
6528,-9566,0
2354,8332,1
8271,6515,0
3989,1965,0
1288,5846,1
2884,886,0
501,-9980,0
6510,-8118,0
5303,5734,1
5238,4397,0
9012,3544,0
8898,-2956,0
4042,7174,1
7951,6898,0
9415,6224,0
6626,-8216,0
7977,8691,1
8478,-6266,0
7118,9326,1
8063,6280,0
4438,8135,1
1957,-4583,0
8206,-2793,0
5753,8368,1
9180,-8803,0
8467,-3050,0
8500,-2209,0
1038,9513,1
1318,7663,1
5123,9367,1
306,1080,1
6567,-3648,0
1296,-6016,0
7466,-7688,0
1531,-714,0
3823,1281,0
9804,4195,0
2760,9888,1
4814,2378,0
5316,-9123,0
2833,7534,1
9268,7633,0
9644,-3697,0
2391,-1837,0
8307,7444,0
548,6572,1
4539,6758,1
7834,7796,0
2500,7561,1
1412,2427,1
6137,-806,0
7652,-925,0
6775,-4346,0
3671,-7195,0
1135,-7813,0
4941,259,0
3515,-631,0
6850,-6922,0
6272,5500,0
3532,6289,1
9600,-3231,0
2848,-4382,0
4094,1073,0
1101,-7151,0
9263,-2276,0
7443,2067,0
4777,8204,1
4301,6473,1
1114,-540,0
2041,3633,1
9480,-8023,0
2946,4427,1
3780,837,0
4770,9708,1
1529,2589,1
2626,-500,0
5248,-3465,0
6613,-4495,0
1748,-314,0
442,-7523,0
1725,-5508,0
2139,4545,1
3650,7816,1
352,-1174,0
383,7226,1
424,-6917,0
5709,3430,0
8663,7223,0
438,1270,1
9028,7352,0
765,-7507,0
9895,-4063,0
1236,-4614,0
785,-6982,0
2488,-6904,0
6488,2541,0
4287,-8396,0
5091,4469,0
8849,1347,0
3563,-256,0
5066,-9286,0
9470,-4169,0
5870,-7832,0
9040,7066,0
4604,6003,1
2314,2225,0
5814,-6468,0
472,-9042,0
2350,8340,1
6036,-8087,0
8122,7686,0
1924,7670,1
2124,-1693,0
7254,-186,0
1624,-7142,0
9761,-471,0
2071,-1688,0
3610,-9184,0
1776,3959,1
7098,-9697,0
3652,-5496,0
6905,-1026,0
9233,-9248,0
456,-4959,0
329,-776,0
4884,9359,1
9636,-4787,0
6749,2445,0
8433,-8730,0
791,-6568,0
3830,-1733,0
6908,-3650,0
8239,5100,0
4040,-6684,0
8156,-9871,0
8702,740,0
2071,1770,0
7304,1741,0
1938,4874,1
9602,-6504,0
3697,-534,0
4578,4024,0
6544,-9836,0
5127,8930,1
7406,4774,0
1975,-7719,0
6188,765,0
6321,9037,1
5343,-2540,0
6247,-6635,0
6335,7596,1
4364,-9471,0
5909,9028,1
7608,-2498,0
5302,-8243,0
4284,-8009,0
1033,8086,1
8018,8193,1
9555,9793,1
6630,6315,0
2422,-849,0
4251,-8463,0
8089,5124,0
9181,3377,0
9563,5571,0
527,6415,1
1190,5838,1
5412,-202,0
368,-1374,0
1103,4060,1
2473,-7247,0
4162,3055,0
3102,-8041,0
107,4290,1
7363,4449,0
9962,893,0
7099,6178,0
9260,-6481,0
4547,-2808,0
2175,6693,1
332,-8161,0
4187,5034,1
351,2153,1
9805,-3772,0
3630,-3761,0
8728,484,0
8793,9200,1
5683,-7909,0
413,5446,1
7666,4218,0
7454,-5927,0
9324,-5322,0
7822,161,0
1108,-3799,0
8658,-2694,0
352,3544,1
2137,-4488,0
6697,-6892,0
7188,3291,0
6176,4051,0
1174,3986,1
3514,-1512,0
8496,-559,0
6653,4998,0
2405,6429,1
1346,3647,1
5930,132,0
891,6591,1
1595,-6303,0
9694,540,0
4968,3408,0
4455,9954,1
2767,-6088,0
3104,2074,0
2902,-1741,0
3856,-2465,0
1546,-8720,0
5934,-9077,0
8522,160,0
3842,-3797,0
8427,-2782,0
695,-9113,0
2306,-2944,0
842,4142,1
1864,6804,1
9958,680,0
6951,-8188,0
2057,-1060,0
2537,-2926,0
1476,3080,1
1616,-8768,0
4596,6552,1
4357,5158,1
5277,579,0
9131,-9140,0
9773,3029,0
8005,3185,0
6842,-7282,0
6009,-1977,0
7671,8478,1
1114,2065,1
4172,-999,0
4170,7033,1
6816,-8720,0
8583,-7072,0
7924,-31,0
3603,4605,1
1485,5622,1
9012,-5162,0
6086,-546,0
8250,1104,0
7939,-7132,0
8628,-3112,0
7334,-9284,0
4063,-8605,0
8461,7051,0
5866,-5526,0
5425,1166,0
6443,-9808,0
4105,1682,0
762,-727,0
6706,5335,0
2505,-423,0
2911,-8594,0
5107,8062,1
2346,-2820,0
7925,-4112,0
988,1124,1
8093,-4524,0
5872,-8547,0
1182,2915,1
6576,5770,0
3003,8797,1
9118,-7268,0
1877,1804,0
1367,7833,1
8313,-9511,0
3964,-2772,0
8845,-9457,0
8928,-2321,0
532,3262,1
5251,64,0
8351,-259,0
599,-4156,0
1248,9727,1
7489,-2590,0
4224,-3243,0
4659,-1391,0
8060,7642,0
4664,-3787,0
5669,-6911,0
8826,8410,0
7663,-3140,0
5276,5361,1
8979,4749,0
6716,5642,0
3809,-5936,0
193,-899,0
1206,-6911,0
9534,6264,0
8799,2393,0
117,-5974,0
8412,5325,0
4692,-131,0
5585,9318,1
5553,-9953,0
5607,1644,0
8170,7976,0
7805,2092,0
7368,-159,0
9594,-4162,0
3942,-2252,0
3146,9337,1
9895,-5617,0
3184,-9783,0
3098,3031,0
9287,3063,0
4307,8945,1
1427,3625,1
792,-9999,0
8737,-9317,0
2094,8641,1
1820,3385,1
2213,5975,1
3861,-7589,0
6745,320,0
4175,-774,0
8538,1759,0
2254,2487,1
8866,7487,0
7766,-5000,0
1749,954,0
6560,8076,1
736,8151,1
1514,7394,1
7560,-8015,0
5253,4736,0
6182,8504,1
824,-757,0
2053,2907,1
7454,-6184,0
8330,-6042,0
3363,5875,1
2340,-653,0
7993,6855,0
7218,366,0
7946,-5902,0
2233,2474,1
8591,3234,0
2759,-4436,0
5956,-3724,0
6472,329,0
3644,1504,0
9907,3614,0
8430,8571,1
5055,5265,1
4190,-5175,0
1288,1717,1
4170,9541,1
2113,7245,1
6698,2125,0
1081,-3827,0
1478,-5245,0
3046,-3593,0
5134,9891,1
660,-1586,0
1862,8542,1
497,-1368,0
5435,-3670,0
8334,5222,0
8030,1065,0
6243,7415,1
3372,9170,1
993,1067,1
760,2750,1
2066,7642,1
4503,-1727,0
6083,9787,1
2056,-3228,0
3685,-7466,0
2705,3406,1
1673,6969,1
8625,-8304,0
5770,-163,0
1915,3945,1
423,-7990,0
1436,-995,0
592,-7669,0
9819,-5253,0
9714,-6214,0
1384,5026,1
2443,7518,1
7878,-6322,0
9703,5450,0
3187,-8793,0
2259,-5903,0
9479,4134,0
4905,-7345,0
3859,5517,1
82,-4952,0
3814,2148,0
3618,-2425,0
5951,-7877,0
7385,-9999,0
3544,-164,0
74,9364,1
3672,-6416,0
9883,385,0
4259,-4173,0
606,3571,1
1144,6090,1
1731,-7378,0
4712,6749,1
1525,-1263,0
9597,8528,0
7305,-5879,0
2291,4379,1
8078,619,0
3894,7310,1
2807,3633,1
4454,9406,1
4180,6538,1
529,-4846,0
8376,5374,0
7184,9425,1
7067,-8109,0
7152,-3407,0
1379,1538,1
4342,-5387,0
9075,5154,0
9536,-3967,0
402,-1440,0
7612,6026,0
7391,2964,0
3713,-854,0
1297,1209,0
106,-2422,0
2331,-7117,0
3864,-3076,0
781,-5730,0
9997,-2324,0
7184,9769,1
2196,2720,1
4908,7988,1
5810,-5382,0
966,-6825,0
9580,460,0
7280,-7125,0
9300,9801,1
656,-4968,0
5186,-6212,0
3973,-4778,0
8414,-7074,0
839,-3274,0
965,9876,1
1904,-8239,0
1525,3879,1
7579,1396,0
5832,-8964,0
2083,-7496,0
3105,6794,1
672,-7192,0
3606,9420,1
6024,-249,0
6508,-8212,0
2141,-2073,0
2805,6530,1
6949,6206,0
9865,-854,0
1470,-8534,0
5520,-6911,0
8029,1743,0
404,-9828,0
62,-4720,0
7651,-6836,0
5605,7564,1
7817,8809,1
9411,3577,0
1222,-4863,0
9004,7409,0
5438,1927,0
6854,-9859,0
7796,5881,0
8075,-3481,0
9990,8951,0
5832,-7483,0
9047,-7300,0
5731,-6880,0
367,-400,0
999,-2960,0
9647,-3233,0
7224,-148,0
5288,-3282,0
6146,-3200,0
8854,-9680,0
6881,4592,0
5568,-4470,0
5294,9114,1
4690,5916,1
8075,-5073,0
2010,3605,1
2649,6351,1
5749,-1307,0
9734,2933,0
3673,5702,1
6421,2843,0
1569,968,0
9057,-5890,0
8739,-6145,0
4781,-1126,0
1793,-650,0
4405,9660,1
2594,7073,1
5690,2565,0
6055,2348,0
6869,-5181,0
6725,7071,1
1509,-4311,0
733,8097,1
9177,-8116,0
3625,9359,1
9726,-7994,0
3739,-9081,0
5727,-9831,0
